"unitid","institution name","year","C2010_A.First or Second Major","C2010_A.CIP Code -  2010 Classification","CipTitle","C2010_A.Award Level code","C2010_A_RV.Grand total","IDX_C"
"168148","Tufts University","2010","First major","'14'","Engineering","Bachelor's degree","164","-2"
"168148","Tufts University","2010","First major","'14'","Engineering","Master's degree","51","-2"
"168148","Tufts University","2010","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","13","-2"
"168148","Tufts University","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","0","-2"
"168148","Tufts University","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","34","-2"
"168148","Tufts University","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Doctor's degree - research/scholarship (new degree classification)","5","-2"
"168148","Tufts University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","22","-2"
"168148","Tufts University","2010","First major","'27'","Mathematics and Statistics","Master's degree","2","-2"
"168148","Tufts University","2010","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","2","-2"
"168148","Tufts University","2010","First major","'40'","Physical Sciences","Bachelor's degree","25","-2"
"168148","Tufts University","2010","First major","'40'","Physical Sciences","Master's degree","7","-2"
"168148","Tufts University","2010","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","8","-2"
"168148","Tufts University","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"168148","Tufts University","2010","Second major","'14'","Engineering","Bachelor's degree","15","-2"
"168148","Tufts University","2010","Second major","'14'","Engineering","Master's degree","1","-2"
"168148","Tufts University","2010","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"168148","Tufts University","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","14","-2"
"168148","Tufts University","2010","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"168218","Wellesley College","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","5","-2"
"168218","Wellesley College","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","13","-2"
"168218","Wellesley College","2010","First major","'40'","Physical Sciences","Bachelor's degree","22","-2"
"168218","Wellesley College","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","4","-2"
"168218","Wellesley College","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","7","-2"
"168218","Wellesley College","2010","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"168227","Wentworth Institute of Technology","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"168227","Wentworth Institute of Technology","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","76","-2"
"168227","Wentworth Institute of Technology","2010","First major","'14'","Engineering","Bachelor's degree","29","-2"
"168227","Wentworth Institute of Technology","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","17","-2"
"168227","Wentworth Institute of Technology","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","198","-2"
"168254","Western New England University","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","13","-2"
"168254","Western New England University","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","0","-2"
"168254","Western New England University","2010","First major","'14'","Engineering","Bachelor's degree","60","-2"
"168254","Western New England University","2010","First major","'14'","Engineering","Master's degree","4","-2"
"168254","Western New England University","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","0","-2"
"168254","Western New England University","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","11","-2"
"168254","Western New England University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"168254","Western New England University","2010","First major","'40'","Physical Sciences","Bachelor's degree","12","-2"
"168263","Westfield State University","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","19","-2"
"168263","Westfield State University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","17","-2"
"168263","Westfield State University","2010","First major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"168263","Westfield State University","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"168263","Westfield State University","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","0","-2"
"168263","Westfield State University","2010","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"168281","Wheaton College","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"168281","Wheaton College","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"168281","Wheaton College","2010","First major","'40'","Physical Sciences","Bachelor's degree","15","-2"
"168281","Wheaton College","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"168281","Wheaton College","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"168281","Wheaton College","2010","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"168290","Wheelock College","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"168290","Wheelock College","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","8","-2"
"168342","Williams College","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","13","-2"
"168342","Williams College","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","25","-2"
"168342","Williams College","2010","First major","'40'","Physical Sciences","Bachelor's degree","43","-2"
"168342","Williams College","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"168342","Williams College","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","30","-2"
"168342","Williams College","2010","Second major","'40'","Physical Sciences","Bachelor's degree","12","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","64","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","25","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","4","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'14'","Engineering","Bachelor's degree","446","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'14'","Engineering","Master's degree","238","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","23","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","25","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'27'","Mathematics and Statistics","Master's degree","21","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","2","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'40'","Physical Sciences","Bachelor's degree","23","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'40'","Physical Sciences","Master's degree","3","-2"
"168421","Worcester Polytechnic Institute","2010","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","4","-2"
"168421","Worcester Polytechnic Institute","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","4","-2"
"168421","Worcester Polytechnic Institute","2010","Second major","'14'","Engineering","Bachelor's degree","11","-2"
"168421","Worcester Polytechnic Institute","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"168421","Worcester Polytechnic Institute","2010","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"168430","Worcester State University","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","11","-2"
"168430","Worcester State University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","10","-2"
"168430","Worcester State University","2010","First major","'40'","Physical Sciences","Bachelor's degree","30","-2"
"168430","Worcester State University","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"168430","Worcester State University","2010","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"366580","ITT Technical Institute-Norwood","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","68","-2"
"366580","ITT Technical Institute-Norwood","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"366580","ITT Technical Institute-Norwood","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","37","-2"
"366580","ITT Technical Institute-Norwood","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","0","-2"
"439136","ITT Technical Institute-Wilmington","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","74","-2"
"439136","ITT Technical Institute-Wilmington","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"439136","ITT Technical Institute-Wilmington","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","92","-2"
"439136","ITT Technical Institute-Wilmington","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","8","-2"
"440420","University of Phoenix-Boston Campus","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","6","-2"
"441478","National Graduate School of Quality Management","2010","First major","'14'","Engineering","Bachelor's degree","0","-2"
"441982","Franklin W. Olin College of Engineering","2010","First major","'14'","Engineering","Bachelor's degree","84","-2"
