"unitid","institution name","year","C2011_A.First or Second Major","C2011_A.CIP Code -  2010 Classification","CipTitle","C2011_A.Award Level code","C2011_A_RV.Grand total","IDX_C"
"110413","California Lutheran University","2011","First major","'40'","Physical Sciences","Bachelor's degree","11","-2"
"110413","California Lutheran University","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110413","California Lutheran University","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","59","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","16","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'14'","Engineering","Bachelor's degree","791","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'14'","Engineering","Master's degree","158","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","44","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","55","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'27'","Mathematics and Statistics","Master's degree","4","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'40'","Physical Sciences","Bachelor's degree","37","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","First major","'40'","Physical Sciences","Master's degree","1","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Second major","'14'","Engineering","Bachelor's degree","2","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Second major","'14'","Engineering","Master's degree","3","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"110486","California State University-Bakersfield","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","11","-2"
"110486","California State University-Bakersfield","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","23","-2"
"110486","California State University-Bakersfield","2011","First major","'27'","Mathematics and Statistics","Master's degree","5","-2"
"110486","California State University-Bakersfield","2011","First major","'40'","Physical Sciences","Bachelor's degree","30","-2"
"110486","California State University-Bakersfield","2011","First major","'40'","Physical Sciences","Master's degree","3","-2"
"110486","California State University-Bakersfield","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"110495","California State University-Stanislaus","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","31","-2"
"110495","California State University-Stanislaus","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","26","-2"
"110495","California State University-Stanislaus","2011","First major","'40'","Physical Sciences","Bachelor's degree","14","-2"
"110495","California State University-Stanislaus","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"110510","California State University-San Bernardino","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","31","-2"
"110510","California State University-San Bernardino","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","12","-2"
"110510","California State University-San Bernardino","2011","First major","'14'","Engineering","Bachelor's degree","5","-2"
"110510","California State University-San Bernardino","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","46","-2"
"110510","California State University-San Bernardino","2011","First major","'27'","Mathematics and Statistics","Master's degree","13","-2"
"110510","California State University-San Bernardino","2011","First major","'40'","Physical Sciences","Bachelor's degree","63","-2"
"110510","California State University-San Bernardino","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"110510","California State University-San Bernardino","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"110510","California State University-San Bernardino","2011","Second major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","53","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","20","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'14'","Engineering","Bachelor's degree","585","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'14'","Engineering","Master's degree","69","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","109","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","14","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","47","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'27'","Mathematics and Statistics","Master's degree","27","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'40'","Physical Sciences","Bachelor's degree","45","-2"
"110529","California State Polytechnic University-Pomona","2011","First major","'40'","Physical Sciences","Master's degree","10","-2"
"110529","California State Polytechnic University-Pomona","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"110529","California State Polytechnic University-Pomona","2011","Second major","'14'","Engineering","Bachelor's degree","4","-2"
"110529","California State Polytechnic University-Pomona","2011","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"110529","California State Polytechnic University-Pomona","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"110529","California State Polytechnic University-Pomona","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"110538","California State University-Chico","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","124","-2"
"110538","California State University-Chico","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","16","-2"
"110538","California State University-Chico","2011","First major","'14'","Engineering","Bachelor's degree","142","-2"
"110538","California State University-Chico","2011","First major","'14'","Engineering","Master's degree","12","-2"
"110538","California State University-Chico","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","160","-2"
"110538","California State University-Chico","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","33","-2"
"110538","California State University-Chico","2011","First major","'40'","Physical Sciences","Bachelor's degree","25","-2"
"110538","California State University-Chico","2011","First major","'40'","Physical Sciences","Master's degree","1","-2"
"110538","California State University-Chico","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110538","California State University-Chico","2011","Second major","'14'","Engineering","Bachelor's degree","7","-2"
"110538","California State University-Chico","2011","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","3","-2"
"110538","California State University-Chico","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","8","-2"
"110538","California State University-Chico","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"110547","California State University-Dominguez Hills","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","20","-2"
"110547","California State University-Dominguez Hills","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"110547","California State University-Dominguez Hills","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","23","-2"
"110547","California State University-Dominguez Hills","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","13","-2"
"110547","California State University-Dominguez Hills","2011","First major","'40'","Physical Sciences","Bachelor's degree","7","-2"
"110556","California State University-Fresno","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","11","-2"
"110556","California State University-Fresno","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","15","-2"
"110556","California State University-Fresno","2011","First major","'14'","Engineering","Bachelor's degree","120","-2"
"110556","California State University-Fresno","2011","First major","'14'","Engineering","Master's degree","26","-2"
"110556","California State University-Fresno","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","84","-2"
"110556","California State University-Fresno","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","16","-2"
"110556","California State University-Fresno","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","33","-2"
"110556","California State University-Fresno","2011","First major","'27'","Mathematics and Statistics","Master's degree","8","-2"
"110556","California State University-Fresno","2011","First major","'40'","Physical Sciences","Bachelor's degree","48","-2"
"110556","California State University-Fresno","2011","First major","'40'","Physical Sciences","Master's degree","9","-2"
"110556","California State University-Fresno","2011","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"110556","California State University-Fresno","2011","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"110556","California State University-Fresno","2011","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"110565","California State University-Fullerton","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","57","-2"
"110565","California State University-Fullerton","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","92","-2"
"110565","California State University-Fullerton","2011","First major","'14'","Engineering","Bachelor's degree","114","-2"
"110565","California State University-Fullerton","2011","First major","'14'","Engineering","Master's degree","185","-2"
"110565","California State University-Fullerton","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","49","-2"
"110565","California State University-Fullerton","2011","First major","'27'","Mathematics and Statistics","Master's degree","25","-2"
"110565","California State University-Fullerton","2011","First major","'40'","Physical Sciences","Bachelor's degree","36","-2"
"110565","California State University-Fullerton","2011","First major","'40'","Physical Sciences","Master's degree","15","-2"
"110565","California State University-Fullerton","2011","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"110565","California State University-Fullerton","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","5","-2"
"110574","California State University-East Bay","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","54","-2"
"110574","California State University-East Bay","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","114","-2"
"110574","California State University-East Bay","2011","First major","'14'","Engineering","Bachelor's degree","11","-2"
"110574","California State University-East Bay","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","17","-2"
"110574","California State University-East Bay","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","18","-2"
"110574","California State University-East Bay","2011","First major","'27'","Mathematics and Statistics","Master's degree","68","-2"
"110574","California State University-East Bay","2011","First major","'40'","Physical Sciences","Bachelor's degree","14","-2"
"110574","California State University-East Bay","2011","First major","'40'","Physical Sciences","Master's degree","13","-2"
"110574","California State University-East Bay","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110574","California State University-East Bay","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","8","-2"
"110583","California State University-Long Beach","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","53","-2"
"110583","California State University-Long Beach","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","51","-2"
"110583","California State University-Long Beach","2011","First major","'14'","Engineering","Bachelor's degree","286","-2"
"110583","California State University-Long Beach","2011","First major","'14'","Engineering","Master's degree","193","-2"
"110583","California State University-Long Beach","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","60","-2"
"110583","California State University-Long Beach","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","60","-2"
"110583","California State University-Long Beach","2011","First major","'27'","Mathematics and Statistics","Master's degree","41","-2"
"110583","California State University-Long Beach","2011","First major","'40'","Physical Sciences","Bachelor's degree","40","-2"
"110583","California State University-Long Beach","2011","First major","'40'","Physical Sciences","Master's degree","12","-2"
"110583","California State University-Long Beach","2011","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"110583","California State University-Long Beach","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"110583","California State University-Long Beach","2011","Second major","'40'","Physical Sciences","Bachelor's degree","9","-2"
"110592","California State University-Los Angeles","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","98","-2"
"110592","California State University-Los Angeles","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","61","-2"
"110592","California State University-Los Angeles","2011","First major","'14'","Engineering","Bachelor's degree","121","-2"
"110592","California State University-Los Angeles","2011","First major","'14'","Engineering","Master's degree","181","-2"
"110592","California State University-Los Angeles","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","15","-2"
"110592","California State University-Los Angeles","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","25","-2"
"110592","California State University-Los Angeles","2011","First major","'27'","Mathematics and Statistics","Master's degree","22","-2"
"110592","California State University-Los Angeles","2011","First major","'40'","Physical Sciences","Bachelor's degree","24","-2"
"110592","California State University-Los Angeles","2011","First major","'40'","Physical Sciences","Master's degree","24","-2"
"110592","California State University-Los Angeles","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","7","-2"
"110592","California State University-Los Angeles","2011","Second major","'14'","Engineering","Bachelor's degree","6","-2"
"110592","California State University-Los Angeles","2011","Second major","'14'","Engineering","Master's degree","2","-2"
"110592","California State University-Los Angeles","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"110608","California State University-Northridge","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","106","-2"
"110608","California State University-Northridge","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","10","-2"
"110608","California State University-Northridge","2011","First major","'14'","Engineering","Bachelor's degree","191","-2"
"110608","California State University-Northridge","2011","First major","'14'","Engineering","Master's degree","174","-2"
"110608","California State University-Northridge","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","8","-2"
"110608","California State University-Northridge","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","114","-2"
"110608","California State University-Northridge","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","36","-2"
"110608","California State University-Northridge","2011","First major","'27'","Mathematics and Statistics","Master's degree","12","-2"
"110608","California State University-Northridge","2011","First major","'40'","Physical Sciences","Bachelor's degree","31","-2"
"110608","California State University-Northridge","2011","First major","'40'","Physical Sciences","Master's degree","25","-2"
"110608","California State University-Northridge","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","13","-2"
"110608","California State University-Northridge","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"110617","California State University-Sacramento","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","37","-2"
"110617","California State University-Sacramento","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","36","-2"
"110617","California State University-Sacramento","2011","First major","'14'","Engineering","Bachelor's degree","218","-2"
"110617","California State University-Sacramento","2011","First major","'14'","Engineering","Master's degree","156","-2"
"110617","California State University-Sacramento","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","29","-2"
"110617","California State University-Sacramento","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","37","-2"
"110617","California State University-Sacramento","2011","First major","'27'","Mathematics and Statistics","Master's degree","6","-2"
"110617","California State University-Sacramento","2011","First major","'40'","Physical Sciences","Bachelor's degree","58","-2"
"110617","California State University-Sacramento","2011","First major","'40'","Physical Sciences","Master's degree","8","-2"
"110617","California State University-Sacramento","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"110617","California State University-Sacramento","2011","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"110635","University of California-Berkeley","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","101","-2"
"110635","University of California-Berkeley","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","62","-2"
"110635","University of California-Berkeley","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","34","-2"
"110635","University of California-Berkeley","2011","First major","'14'","Engineering","Bachelor's degree","824","-2"
"110635","University of California-Berkeley","2011","First major","'14'","Engineering","Master's degree","289","-2"
"110635","University of California-Berkeley","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","169","-2"
"110635","University of California-Berkeley","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","224","-2"
"110635","University of California-Berkeley","2011","First major","'27'","Mathematics and Statistics","Master's degree","28","-2"
"110635","University of California-Berkeley","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","29","-2"
"110635","University of California-Berkeley","2011","First major","'40'","Physical Sciences","Bachelor's degree","227","-2"
"110635","University of California-Berkeley","2011","First major","'40'","Physical Sciences","Master's degree","91","-2"
"110635","University of California-Berkeley","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","117","-2"
"110635","University of California-Berkeley","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","16","-2"
"110635","University of California-Berkeley","2011","Second major","'14'","Engineering","Bachelor's degree","12","-2"
"110635","University of California-Berkeley","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","63","-2"
"110635","University of California-Berkeley","2011","Second major","'40'","Physical Sciences","Bachelor's degree","38","-2"
"110644","University of California-Davis","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","51","-2"
"110644","University of California-Davis","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","14","-2"
"110644","University of California-Davis","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","25","-2"
"110644","University of California-Davis","2011","First major","'14'","Engineering","Bachelor's degree","484","-2"
"110644","University of California-Davis","2011","First major","'14'","Engineering","Master's degree","134","-2"
"110644","University of California-Davis","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","92","-2"
"110644","University of California-Davis","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","69","-2"
"110644","University of California-Davis","2011","First major","'27'","Mathematics and Statistics","Master's degree","16","-2"
"110644","University of California-Davis","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","16","-2"
"110644","University of California-Davis","2011","First major","'40'","Physical Sciences","Bachelor's degree","132","-2"
"110644","University of California-Davis","2011","First major","'40'","Physical Sciences","Master's degree","40","-2"
"110644","University of California-Davis","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","55","-2"
"110644","University of California-Davis","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","5","-2"
"110644","University of California-Davis","2011","Second major","'14'","Engineering","Bachelor's degree","54","-2"
"110644","University of California-Davis","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","23","-2"
"110644","University of California-Davis","2011","Second major","'40'","Physical Sciences","Bachelor's degree","7","-2"
"110644","University of California-Davis","2011","Second major","'40'","Physical Sciences","Master's degree","1","-2"
"110653","University of California-Irvine","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","174","-2"
"110653","University of California-Irvine","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","87","-2"
"110653","University of California-Irvine","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","37","-2"
"110653","University of California-Irvine","2011","First major","'14'","Engineering","Bachelor's degree","482","-2"
"110653","University of California-Irvine","2011","First major","'14'","Engineering","Master's degree","122","-2"
"110653","University of California-Irvine","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","57","-2"
"110653","University of California-Irvine","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","72","-2"
"110653","University of California-Irvine","2011","First major","'27'","Mathematics and Statistics","Master's degree","23","-2"
"110653","University of California-Irvine","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","13","-2"
"110653","University of California-Irvine","2011","First major","'40'","Physical Sciences","Bachelor's degree","209","-2"
"110653","University of California-Irvine","2011","First major","'40'","Physical Sciences","Master's degree","66","-2"
"110653","University of California-Irvine","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","57","-2"
"110653","University of California-Irvine","2011","Second major","'14'","Engineering","Bachelor's degree","53","-2"
"110653","University of California-Irvine","2011","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"110662","University of California-Los Angeles","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","67","-2"
"110662","University of California-Los Angeles","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","94","-2"
"110662","University of California-Los Angeles","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","31","-2"
"110662","University of California-Los Angeles","2011","First major","'14'","Engineering","Bachelor's degree","701","-2"
"110662","University of California-Los Angeles","2011","First major","'14'","Engineering","Master's degree","352","-2"
"110662","University of California-Los Angeles","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","105","-2"
"110662","University of California-Los Angeles","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","267","-2"
"110662","University of California-Los Angeles","2011","First major","'27'","Mathematics and Statistics","Master's degree","52","-2"
"110662","University of California-Los Angeles","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","37","-2"
"110662","University of California-Los Angeles","2011","First major","'40'","Physical Sciences","Bachelor's degree","118","-2"
"110662","University of California-Los Angeles","2011","First major","'40'","Physical Sciences","Master's degree","56","-2"
"110662","University of California-Los Angeles","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","60","-2"
"110662","University of California-Los Angeles","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","12","-2"
"110662","University of California-Los Angeles","2011","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"110671","University of California-Riverside","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","36","-2"
"110671","University of California-Riverside","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","18","-2"
"110671","University of California-Riverside","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","8","-2"
"110671","University of California-Riverside","2011","First major","'14'","Engineering","Bachelor's degree","185","-2"
"110671","University of California-Riverside","2011","First major","'14'","Engineering","Master's degree","63","-2"
"110671","University of California-Riverside","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","37","-2"
"110671","University of California-Riverside","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","55","-2"
"110671","University of California-Riverside","2011","First major","'27'","Mathematics and Statistics","Master's degree","16","-2"
"110671","University of California-Riverside","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","19","-2"
"110671","University of California-Riverside","2011","First major","'40'","Physical Sciences","Bachelor's degree","46","-2"
"110671","University of California-Riverside","2011","First major","'40'","Physical Sciences","Master's degree","39","-2"
"110671","University of California-Riverside","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","37","-2"
"110671","University of California-Riverside","2011","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"110671","University of California-Riverside","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","5","-2"
"110680","University of California-San Diego","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","147","-2"
"110680","University of California-San Diego","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","55","-2"
"110680","University of California-San Diego","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","22","-2"
"110680","University of California-San Diego","2011","First major","'14'","Engineering","Bachelor's degree","661","-2"
"110680","University of California-San Diego","2011","First major","'14'","Engineering","Master's degree","286","-2"
"110680","University of California-San Diego","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","103","-2"
"110680","University of California-San Diego","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","134","-2"
"110680","University of California-San Diego","2011","First major","'27'","Mathematics and Statistics","Master's degree","27","-2"
"110680","University of California-San Diego","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","19","-2"
"110680","University of California-San Diego","2011","First major","'40'","Physical Sciences","Bachelor's degree","247","-2"
"110680","University of California-San Diego","2011","First major","'40'","Physical Sciences","Master's degree","116","-2"
"110680","University of California-San Diego","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","84","-2"
"110680","University of California-San Diego","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","2","-2"
"110680","University of California-San Diego","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"110680","University of California-San Diego","2011","Second major","'40'","Physical Sciences","Bachelor's degree","7","-2"
"110699","University of California-San Francisco","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","1","-2"
"110699","University of California-San Francisco","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","1","-2"
"110699","University of California-San Francisco","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","14","-2"
"110705","University of California-Santa Barbara","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","54","-2"
"110705","University of California-Santa Barbara","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","27","-2"
"110705","University of California-Santa Barbara","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","14","-2"
"110705","University of California-Santa Barbara","2011","First major","'14'","Engineering","Bachelor's degree","174","-2"
"110705","University of California-Santa Barbara","2011","First major","'14'","Engineering","Master's degree","56","-2"
"110705","University of California-Santa Barbara","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","50","-2"
"110705","University of California-Santa Barbara","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","84","-2"
"110705","University of California-Santa Barbara","2011","First major","'27'","Mathematics and Statistics","Master's degree","21","-2"
"110705","University of California-Santa Barbara","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","11","-2"
"110705","University of California-Santa Barbara","2011","First major","'40'","Physical Sciences","Bachelor's degree","131","-2"
"110705","University of California-Santa Barbara","2011","First major","'40'","Physical Sciences","Master's degree","42","-2"
"110705","University of California-Santa Barbara","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","77","-2"
"110705","University of California-Santa Barbara","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110705","University of California-Santa Barbara","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"110705","University of California-Santa Barbara","2011","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"110714","University of California-Santa Cruz","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","98","-2"
"110714","University of California-Santa Cruz","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","22","-2"
"110714","University of California-Santa Cruz","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","7","-2"
"110714","University of California-Santa Cruz","2011","First major","'14'","Engineering","Bachelor's degree","65","-2"
"110714","University of California-Santa Cruz","2011","First major","'14'","Engineering","Master's degree","22","-2"
"110714","University of California-Santa Cruz","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","20","-2"
"110714","University of California-Santa Cruz","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","52","-2"
"110714","University of California-Santa Cruz","2011","First major","'27'","Mathematics and Statistics","Master's degree","11","-2"
"110714","University of California-Santa Cruz","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","8","-2"
"110714","University of California-Santa Cruz","2011","First major","'40'","Physical Sciences","Bachelor's degree","121","-2"
"110714","University of California-Santa Cruz","2011","First major","'40'","Physical Sciences","Master's degree","27","-2"
"110714","University of California-Santa Cruz","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","39","-2"
"110714","University of California-Santa Cruz","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110714","University of California-Santa Cruz","2011","Second major","'14'","Engineering","Bachelor's degree","3","-2"
