"unitid","institution name","year","C2011_A.First or Second Major","C2011_A.CIP Code -  2010 Classification","CipTitle","C2011_A.Award Level code","C2011_A_RV.Grand total","IDX_C"
"165024","Bridgewater State University","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","32","-2"
"165024","Bridgewater State University","2011","First major","'40'","Physical Sciences","Bachelor's degree","25","-2"
"165024","Bridgewater State University","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"165024","Bridgewater State University","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","8","-2"
"165024","Bridgewater State University","2011","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"165033","Bristol Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","33","-2"
"165033","Bristol Community College","2011","First major","'14'","Engineering","Associate's degree","11","-2"
"165033","Bristol Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","16","-2"
"165112","Bunker Hill Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","52","-2"
"165112","Bunker Hill Community College","2011","First major","'14'","Engineering","Associate's degree","8","-2"
"165112","Bunker Hill Community College","2011","First major","'27'","Mathematics and Statistics","Associate's degree","1","-2"
"165112","Bunker Hill Community College","2011","First major","'40'","Physical Sciences","Associate's degree","3","-2"
"165194","Cape Cod Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","17","-2"
"165194","Cape Cod Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","5","-2"
"165334","Clark University","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","5","-2"
"165334","Clark University","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","15","-2"
"165334","Clark University","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","8","-2"
"165334","Clark University","2011","First major","'40'","Physical Sciences","Bachelor's degree","11","-2"
"165334","Clark University","2011","First major","'40'","Physical Sciences","Master's degree","5","-2"
"165334","Clark University","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","4","-2"
"165334","Clark University","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"165334","Clark University","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"165334","Clark University","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"165529","Curry College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","11","-2"
"165529","Curry College","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"165644","Eastern Nazarene College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"165644","Eastern Nazarene College","2011","First major","'14'","Engineering","Bachelor's degree","1","-2"
"165644","Eastern Nazarene College","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"165644","Eastern Nazarene College","2011","First major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"165644","Eastern Nazarene College","2011","Second major","'14'","Engineering","Bachelor's degree","0","-2"
"165644","Eastern Nazarene College","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"165644","Eastern Nazarene College","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"165671","Emmanuel College","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"165671","Emmanuel College","2011","First major","'40'","Physical Sciences","Bachelor's degree","10","-2"
"165671","Emmanuel College","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"165671","Emmanuel College","2011","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"165699","Endicott College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","7","-2"
"165699","Endicott College","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","6","-2"
"165802","Fisher College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"165820","Fitchburg State University","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","11","-2"
"165820","Fitchburg State University","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","28","-2"
"165820","Fitchburg State University","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","29","-2"
"165820","Fitchburg State University","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"165820","Fitchburg State University","2011","First major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"165820","Fitchburg State University","2011","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","0","-2"
"165820","Fitchburg State University","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"165866","Framingham State University","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","20","-2"
"165866","Framingham State University","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","20","-2"
"165866","Framingham State University","2011","First major","'40'","Physical Sciences","Bachelor's degree","6","-2"
"165884","Benjamin Franklin Institute of Technology","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","58","-2"
"165936","Gordon College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"165936","Gordon College","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"165936","Gordon College","2011","First major","'40'","Physical Sciences","Bachelor's degree","7","-2"
"165936","Gordon College","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"165936","Gordon College","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"165936","Gordon College","2011","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"165981","Greenfield Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"165981","Greenfield Community College","2011","First major","'14'","Engineering","Associate's degree","5","-2"
"166018","Hampshire College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","9","-2"
"166018","Hampshire College","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"166018","Hampshire College","2011","First major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"166027","Harvard University","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","36","-2"
"166027","Harvard University","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","6","-2"
"166027","Harvard University","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","12","-2"
"166027","Harvard University","2011","First major","'14'","Engineering","Bachelor's degree","42","-2"
"166027","Harvard University","2011","First major","'14'","Engineering","Master's degree","24","-2"
"166027","Harvard University","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","20","-2"
"166027","Harvard University","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","91","-2"
"166027","Harvard University","2011","First major","'27'","Mathematics and Statistics","Master's degree","34","-2"
"166027","Harvard University","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","22","-2"
"166027","Harvard University","2011","First major","'40'","Physical Sciences","Bachelor's degree","87","-2"
"166027","Harvard University","2011","First major","'40'","Physical Sciences","Master's degree","82","-2"
"166027","Harvard University","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","72","-2"
"166027","Harvard University","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","14","-2"
"166027","Harvard University","2011","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"166124","College of the Holy Cross","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","29","-2"
"166124","College of the Holy Cross","2011","First major","'40'","Physical Sciences","Bachelor's degree","23","-2"
"166124","College of the Holy Cross","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","12","-2"
"166124","College of the Holy Cross","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"166133","Holyoke Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","33","-2"
"166133","Holyoke Community College","2011","First major","'14'","Engineering","Associate's degree","6","-2"
"166133","Holyoke Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"166452","Lesley University","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","10","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","14","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","149","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","43","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","6","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'14'","Engineering","Bachelor's degree","218","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'14'","Engineering","Master's degree","168","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","27","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","8","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","9","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","9","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","23","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'27'","Mathematics and Statistics","Master's degree","21","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'40'","Physical Sciences","Bachelor's degree","36","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'40'","Physical Sciences","Master's degree","22","-2"
"166513","University of Massachusetts-Lowell","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","11","-2"
"166513","University of Massachusetts-Lowell","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","4","-2"
"166513","University of Massachusetts-Lowell","2011","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"166513","University of Massachusetts-Lowell","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"166513","University of Massachusetts-Lowell","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"166601","Marian Court College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","0","-2"
"166629","University of Massachusetts Amherst","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","79","-2"
"166629","University of Massachusetts Amherst","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","28","-2"
"166629","University of Massachusetts Amherst","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","20","-2"
"166629","University of Massachusetts Amherst","2011","First major","'14'","Engineering","Bachelor's degree","260","-2"
"166629","University of Massachusetts Amherst","2011","First major","'14'","Engineering","Master's degree","105","-2"
"166629","University of Massachusetts Amherst","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","34","-2"
"166629","University of Massachusetts Amherst","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","1","-2"
"166629","University of Massachusetts Amherst","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","62","-2"
"166629","University of Massachusetts Amherst","2011","First major","'27'","Mathematics and Statistics","Master's degree","22","-2"
"166629","University of Massachusetts Amherst","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","4","-2"
"166629","University of Massachusetts Amherst","2011","First major","'40'","Physical Sciences","Bachelor's degree","94","-2"
"166629","University of Massachusetts Amherst","2011","First major","'40'","Physical Sciences","Master's degree","28","-2"
"166629","University of Massachusetts Amherst","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","34","-2"
"166629","University of Massachusetts Amherst","2011","Second major","'14'","Engineering","Bachelor's degree","3","-2"
"166629","University of Massachusetts Amherst","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","8","-2"
"166629","University of Massachusetts Amherst","2011","Second major","'40'","Physical Sciences","Bachelor's degree","10","-2"
"166638","University of Massachusetts-Boston","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","17","-2"
"166638","University of Massachusetts-Boston","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","18","-2"
"166638","University of Massachusetts-Boston","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"166638","University of Massachusetts-Boston","2011","First major","'40'","Physical Sciences","Bachelor's degree","46","-2"
"166638","University of Massachusetts-Boston","2011","First major","'40'","Physical Sciences","Master's degree","8","-2"
"166638","University of Massachusetts-Boston","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","5","-2"
"166638","University of Massachusetts-Boston","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"166647","Massachusetts Bay Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","12","-2"
"166647","Massachusetts Bay Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","42","-2"
"166656","Massachusetts College of Pharmacy and Health Sciences","2011","First major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","159","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","131","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","31","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'14'","Engineering","Bachelor's degree","507","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'14'","Engineering","Master's degree","624","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","294","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","87","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","34","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'40'","Physical Sciences","Bachelor's degree","107","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'40'","Physical Sciences","Master's degree","8","-2"
"166683","Massachusetts Institute of Technology","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","94","-2"
"166683","Massachusetts Institute of Technology","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","9","-2"
"166683","Massachusetts Institute of Technology","2011","Second major","'14'","Engineering","Bachelor's degree","2","-2"
"166683","Massachusetts Institute of Technology","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","19","-2"
"166683","Massachusetts Institute of Technology","2011","Second major","'40'","Physical Sciences","Bachelor's degree","18","-2"
"166692","Massachusetts Maritime Academy","2011","First major","'14'","Engineering","Bachelor's degree","102","-2"
"166692","Massachusetts Maritime Academy","2011","First major","'14'","Engineering","Master's degree","24","-2"
"166823","Massasoit Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","15","-2"
"166823","Massasoit Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","37","-2"
"166850","Merrimack College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","6","-2"
"166850","Merrimack College","2011","First major","'14'","Engineering","Associate's degree","1","-2"
"166850","Merrimack College","2011","First major","'14'","Engineering","Bachelor's degree","22","-2"
"166850","Merrimack College","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"166850","Merrimack College","2011","First major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"166850","Merrimack College","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"166850","Merrimack College","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","5","-2"
"166850","Merrimack College","2011","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"166887","Middlesex Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","14","-2"
"166887","Middlesex Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","55","-2"
"166887","Middlesex Community College","2011","First major","'40'","Physical Sciences","Associate's degree","0","-2"
"166939","Mount Holyoke College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","10","-2"
"166939","Mount Holyoke College","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"166939","Mount Holyoke College","2011","First major","'40'","Physical Sciences","Bachelor's degree","19","-2"
"166939","Mount Holyoke College","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","15","-2"
"166939","Mount Holyoke College","2011","Second major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"166957","Mount Wachusett Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","35","-2"
"166957","Mount Wachusett Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"167251","Newbury College-Brookline","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"167260","Nichols College","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"167288","Massachusetts College of Liberal Arts","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","4","-2"
"167288","Massachusetts College of Liberal Arts","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"167288","Massachusetts College of Liberal Arts","2011","First major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"167312","North Shore Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","21","-2"
"167312","North Shore Community College","2011","First major","'14'","Engineering","Associate's degree","6","-2"
"167312","North Shore Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","16","-2"
"167321","The New England Institute of Art","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","46","-2"
"167358","Northeastern University","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","0","-2"
"167358","Northeastern University","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","132","-2"
"167358","Northeastern University","2011","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","168","-2"
"167358","Northeastern University","2011","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","9","-2"
"167358","Northeastern University","2011","First major","'14'","Engineering","Bachelor's degree","400","-2"
"167358","Northeastern University","2011","First major","'14'","Engineering","Master's degree","319","-2"
"167358","Northeastern University","2011","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","44","-2"
"167358","Northeastern University","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"167358","Northeastern University","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","17","-2"
"167358","Northeastern University","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","36","-2"
"167358","Northeastern University","2011","First major","'27'","Mathematics and Statistics","Master's degree","14","-2"
"167358","Northeastern University","2011","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","2","-2"
"167358","Northeastern University","2011","First major","'40'","Physical Sciences","Bachelor's degree","37","-2"
"167358","Northeastern University","2011","First major","'40'","Physical Sciences","Master's degree","19","-2"
"167358","Northeastern University","2011","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","22","-2"
"167358","Northeastern University","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"167358","Northeastern University","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"167358","Northeastern University","2011","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"167376","Northern Essex Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","22","-2"
"167376","Northern Essex Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","21","-2"
"167394","College of Our Lady of the Elms","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","6","-2"
"167394","College of Our Lady of the Elms","2011","First major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"167394","College of Our Lady of the Elms","2011","First major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"167394","College of Our Lady of the Elms","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"167394","College of Our Lady of the Elms","2011","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"167525","Quincy College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","32","-2"
"167534","Quinsigamond Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","25","-2"
"167534","Quinsigamond Community College","2011","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","81","-2"
"167598","Regis College","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"167598","Regis College","2011","First major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"167598","Regis College","2011","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"167598","Regis College","2011","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"167631","Roxbury Community College","2011","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"167631","Roxbury Community College","2011","First major","'14'","Engineering","Associate's degree","1","-2"
"167631","Roxbury Community College","2011","First major","'40'","Physical Sciences","Associate's degree","0","-2"
"167729","Salem State University","2011","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","8","-2"
