"unitid","institution name","year","C2009_A.CIP Code -  2000 Classification","CipTitle","C2009_A.First or Second Major","C2009_A.Award Level code","C2009_A_RV.Grand total","IDX_C"
"111920","Chabot College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","3","-2"
"111920","Chabot College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","3","-2"
"111920","Chabot College","2009","'14'","Engineering.","First major","Associate's degree","1","-2"
"111920","Chabot College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"111920","Chabot College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"111920","Chabot College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","8","-2"
"111920","Chabot College","2009","'40'","Physical sciences.","First major","Associate's degree","10","-2"
"111939","Chaffey College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","76","-2"
"111939","Chaffey College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","28","-2"
"111939","Chaffey College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","11","-2"
"111939","Chaffey College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"111939","Chaffey College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"111939","Chaffey College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"111939","Chaffey College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","5","-2"
"111939","Chaffey College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"111939","Chaffey College","2009","'40'","Physical sciences.","First major","Associate's degree","9","-2"
"111948","Chapman University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","10","-2"
"111948","Chapman University","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","8","-2"
"111948","Chapman University","2009","'40'","Physical sciences.","First major","Bachelor's degree","6","-2"
"112075","Concordia University-Irvine","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","1","-2"
"112075","Concordia University-Irvine","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","4","-2"
"112075","Concordia University-Irvine","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","0","-2"
"112075","Concordia University-Irvine","2009","'40'","Physical sciences.","First major","Bachelor's degree","2","-2"
"112172","Citrus College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","6","-2"
"112172","Citrus College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"112172","Citrus College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","1","-2"
"112172","Citrus College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","10","-2"
"112172","Citrus College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"112172","Citrus College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","18","-2"
"112190","City College of San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","23","-2"
"112190","City College of San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","15","-2"
"112190","City College of San Francisco","2009","'14'","Engineering.","First major","Associate's degree","5","-2"
"112190","City College of San Francisco","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","35","-2"
"112190","City College of San Francisco","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","4","-2"
"112251","Claremont Graduate University","2009","'11'","Computer and information sciences and support services.","First major","Postbaccalaureate certificate","1","-2"
"112251","Claremont Graduate University","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","31","-2"
"112251","Claremont Graduate University","2009","'11'","Computer and information sciences and support services.","First major","Doctor's degree (old degree classification)","11","-2"
"112251","Claremont Graduate University","2009","'11'","Computer and information sciences and support services.","Second major","Master's degree","0","-2"
"112251","Claremont Graduate University","2009","'27'","Mathematics and statistics.","First major","Master's degree","7","-2"
"112251","Claremont Graduate University","2009","'27'","Mathematics and statistics.","First major","Doctor's degree (old degree classification)","7","-2"
"112260","Claremont McKenna College","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","3","-2"
"112260","Claremont McKenna College","2009","'11'","Computer and information sciences and support services.","Second major","Bachelor's degree","0","-2"
"112260","Claremont McKenna College","2009","'14'","Engineering.","First major","Bachelor's degree","8","-2"
"112260","Claremont McKenna College","2009","'15'","Engineering technologies/technicians.","First major","Bachelor's degree","0","-2"
"112260","Claremont McKenna College","2009","'15'","Engineering technologies/technicians.","Second major","Bachelor's degree","0","-2"
"112260","Claremont McKenna College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","5","-2"
"112260","Claremont McKenna College","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","0","-2"
"112260","Claremont McKenna College","2009","'40'","Physical sciences.","First major","Bachelor's degree","4","-2"
"112260","Claremont McKenna College","2009","'40'","Physical sciences.","Second major","Bachelor's degree","0","-2"
"112385","Coastline Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"112385","Coastline Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"112385","Coastline Community College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"112385","Coastline Community College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"112385","Coastline Community College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"112385","Coastline Community College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","2","-2"
"112394","Cogswell College","2009","'14'","Engineering.","First major","Bachelor's degree","0","-2"
"112446","Coleman University","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","166","-2"
"112446","Coleman University","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","143","-2"
"112446","Coleman University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","68","-2"
"112561","Columbia College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","4","-2"
"112561","Columbia College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"112561","Columbia College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"112561","Columbia College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","4","-2"
"112561","Columbia College","2009","'40'","Physical sciences.","First major","Associate's degree","3","-2"
"112686","El Camino College-Compton Center","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"112686","El Camino College-Compton Center","2009","'40'","Physical sciences.","First major","Associate's degree","1","-2"
"112826","Contra Costa College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"112826","Contra Costa College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"112826","Contra Costa College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"112826","Contra Costa College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"112826","Contra Costa College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"112826","Contra Costa College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"112826","Contra Costa College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","4","-2"
"112826","Contra Costa College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","5","-2"
"112826","Contra Costa College","2009","'40'","Physical sciences.","First major","Associate's degree","5","-2"
"113096","Cosumnes River College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","24","-2"
"113096","Cosumnes River College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"113096","Cosumnes River College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","8","-2"
"113096","Cosumnes River College","2009","'14'","Engineering.","First major","Associate's degree","5","-2"
"113096","Cosumnes River College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"113096","Cosumnes River College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","1","-2"
"113096","Cosumnes River College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","3","-2"
"113096","Cosumnes River College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"113111","Crafton Hills College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","32","-2"
"113111","Crafton Hills College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","13","-2"
"113111","Crafton Hills College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","10","-2"
"113111","Crafton Hills College","2009","'40'","Physical sciences.","First major","Associate's degree","13","-2"
"113193","Cuesta College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"113193","Cuesta College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"113193","Cuesta College","2009","'14'","Engineering.","First major","Associate's degree","6","-2"
"113193","Cuesta College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"113193","Cuesta College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"113193","Cuesta College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","1","-2"
"113193","Cuesta College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","8","-2"
"113193","Cuesta College","2009","'40'","Physical sciences.","First major","Associate's degree","11","-2"
"113218","Cuyamaca College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","3","-2"
"113218","Cuyamaca College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"113218","Cuyamaca College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"113218","Cuyamaca College","2009","'14'","Engineering.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"113218","Cuyamaca College","2009","'14'","Engineering.","First major","Associate's degree","3","-2"
"113218","Cuyamaca College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","30","-2"
"113218","Cuyamaca College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"113218","Cuyamaca College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","33","-2"
"113218","Cuyamaca College","2009","'27'","Mathematics and statistics.","First major","Award of less than 1 academic year","3","-2"
"113218","Cuyamaca College","2009","'27'","Mathematics and statistics.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"113218","Cuyamaca College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","7","-2"
"113218","Cuyamaca College","2009","'40'","Physical sciences.","First major","Associate's degree","5","-2"
"113236","Cypress College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","13","-2"
"113236","Cypress College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","9","-2"
"113236","Cypress College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","7","-2"
"113236","Cypress College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"113236","Cypress College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","5","-2"
"113236","Cypress College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","2","-2"
"113333","De Anza College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","10","-2"
"113333","De Anza College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"113333","De Anza College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","4","-2"
"113333","De Anza College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","35","-2"
"113333","De Anza College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"113333","De Anza College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","7","-2"
"113573","College of the Desert","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","5","-2"
"113573","College of the Desert","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"113573","College of the Desert","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","11","-2"
"113573","College of the Desert","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","3","-2"
"113573","College of the Desert","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"113573","College of the Desert","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"113573","College of the Desert","2009","'27'","Mathematics and statistics.","First major","Associate's degree","2","-2"
"113573","College of the Desert","2009","'40'","Physical sciences.","First major","Associate's degree","2","-2"
"113607","DeVry University-California","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","31","-2"
"113607","DeVry University-California","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","147","-2"
"113607","DeVry University-California","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","5","-2"
"113607","DeVry University-California","2009","'14'","Engineering.","First major","Bachelor's degree","55","-2"
"113607","DeVry University-California","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","74","-2"
"113607","DeVry University-California","2009","'15'","Engineering technologies/technicians.","First major","Bachelor's degree","94","-2"
"113634","Diablo Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"113634","Diablo Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","8","-2"
"113634","Diablo Valley College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","12","-2"
"113634","Diablo Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","5","-2"
"113634","Diablo Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"113634","Diablo Valley College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"113634","Diablo Valley College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","4","-2"
"113856","East Los Angeles College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","6","-2"
"113856","East Los Angeles College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","3","-2"
"113856","East Los Angeles College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","4","-2"
"113856","East Los Angeles College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"113856","East Los Angeles College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"113856","East Los Angeles College","2009","'27'","Mathematics and statistics.","First major","Award of less than 1 academic year","1","-2"
"113856","East Los Angeles College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","8","-2"
"113980","El Camino Community College District","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","2","-2"
"113980","El Camino Community College District","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"113980","El Camino Community College District","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","9","-2"
"113980","El Camino Community College District","2009","'14'","Engineering.","First major","Associate's degree","11","-2"
"113980","El Camino Community College District","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","46","-2"
"113980","El Camino Community College District","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","14","-2"
"113980","El Camino Community College District","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","3","-2"
"113980","El Camino Community College District","2009","'27'","Mathematics and statistics.","First major","Associate's degree","12","-2"
"113980","El Camino Community College District","2009","'40'","Physical sciences.","First major","Associate's degree","10","-2"
"114123","Empire College School of Business","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","4","-2"
"114123","Empire College School of Business","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","31","-2"
"114123","Empire College School of Business","2009","'11'","Computer and information sciences and support services.","Second major","Associate's degree","2","-2"
"114266","Evergreen Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"114266","Evergreen Valley College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","1","-2"
"114266","Evergreen Valley College","2009","'14'","Engineering.","First major","Associate's degree","3","-2"
"114266","Evergreen Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","15","-2"
"114266","Evergreen Valley College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","1","-2"
"114266","Evergreen Valley College","2009","'40'","Physical sciences.","First major","Associate's degree","3","-2"
"114433","Feather River Community College District","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"114433","Feather River Community College District","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"114716","Foothill College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","3","-2"
"114716","Foothill College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"114716","Foothill College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","9","-2"
"114716","Foothill College","2009","'14'","Engineering.","First major","Associate's degree","4","-2"
"114716","Foothill College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"114716","Foothill College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"114716","Foothill College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","3","-2"
"114716","Foothill College","2009","'40'","Physical sciences.","First major","Associate's degree","6","-2"
"114789","Fresno City College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","2","-2"
"114789","Fresno City College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","5","-2"
"114789","Fresno City College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","15","-2"
"114789","Fresno City College","2009","'14'","Engineering.","First major","Associate's degree","6","-2"
"114789","Fresno City College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","44","-2"
"114789","Fresno City College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"114789","Fresno City College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","4","-2"
"114789","Fresno City College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"114789","Fresno City College","2009","'40'","Physical sciences.","First major","Associate's degree","1","-2"
"114813","Fresno Pacific University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","0","-2"
"114813","Fresno Pacific University","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","5","-2"
"114813","Fresno Pacific University","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","1","-2"
"114813","Fresno Pacific University","2009","'40'","Physical sciences.","First major","Bachelor's degree","4","-2"
"114813","Fresno Pacific University","2009","'40'","Physical sciences.","Second major","Bachelor's degree","1","-2"
"114859","Fullerton College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","2","-2"
"114859","Fullerton College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","6","-2"
"114859","Fullerton College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","7","-2"
"114859","Fullerton College","2009","'14'","Engineering.","First major","Associate's degree","15","-2"
"114859","Fullerton College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"114859","Fullerton College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"114859","Fullerton College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","3","-2"
"114859","Fullerton College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","15","-2"
"114859","Fullerton College","2009","'40'","Physical sciences.","First major","Associate's degree","26","-2"
"114938","Gavilan College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","5","-2"
"114938","Gavilan College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"114938","Gavilan College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"114938","Gavilan College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","1","-2"
"114938","Gavilan College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"114938","Gavilan College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"114938","Gavilan College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"115001","Glendale Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","6","-2"
"115001","Glendale Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"115001","Glendale Community College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"115001","Glendale Community College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","1","-2"
"115001","Glendale Community College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","2","-2"
"115001","Glendale Community College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","0","-2"
"115001","Glendale Community College","2009","'40'","Physical sciences.","First major","Associate's degree","2","-2"
"115083","Golden Gate University-San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 2 but less than 4 academic years","2","-2"
"115083","Golden Gate University-San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","22","-2"
"115083","Golden Gate University-San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Postbaccalaureate certificate","2","-2"
"115083","Golden Gate University-San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","39","-2"
"115083","Golden Gate University-San Francisco","2009","'11'","Computer and information sciences and support services.","Second major","Master's degree","1","-2"
"115126","Golden West College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"115126","Golden West College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","4","-2"
"115126","Golden West College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","3","-2"
"115126","Golden West College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","25","-2"
"115126","Golden West College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"115296","Grossmont College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"115296","Grossmont College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","11","-2"
"115296","Grossmont College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","11","-2"
"115296","Grossmont College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","14","-2"
"115296","Grossmont College","2009","'40'","Physical sciences.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"115296","Grossmont College","2009","'40'","Physical sciences.","First major","Associate's degree","1","-2"
"115393","Hartnell College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"115393","Hartnell College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","1","-2"
"115393","Hartnell College","2009","'14'","Engineering.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"115393","Hartnell College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"115393","Hartnell College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"115393","Hartnell College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"115393","Hartnell College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"115393","Hartnell College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","10","-2"
"115393","Hartnell College","2009","'40'","Physical sciences.","First major","Associate's degree","9","-2"
"115409","Harvey Mudd College","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","23","-2"
"115409","Harvey Mudd College","2009","'11'","Computer and information sciences and support services.","Second major","Bachelor's degree","1","-2"
"115409","Harvey Mudd College","2009","'14'","Engineering.","First major","Bachelor's degree","59","-2"
"115409","Harvey Mudd College","2009","'14'","Engineering.","Second major","Bachelor's degree","0","-2"
"115409","Harvey Mudd College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","14","-2"
"115409","Harvey Mudd College","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","0","-2"
"115409","Harvey Mudd College","2009","'40'","Physical sciences.","First major","Bachelor's degree","34","-2"
"115409","Harvey Mudd College","2009","'40'","Physical sciences.","Second major","Bachelor's degree","0","-2"
"115454","Heald College-Rancho Cordova","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"115454","Heald College-Rancho Cordova","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","39","-2"
"115472","Heald College-Fresno","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"115472","Heald College-Fresno","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","22","-2"
"115490","Heald College-San Jose","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","59","-2"
"115490","Heald College-San Jose","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"115490","Heald College-San Jose","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","21","-2"
"115515","Heald College-San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"115515","Heald College-San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"115515","Heald College-San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","36","-2"
"115533","Heald College-Concord","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"115533","Heald College-Concord","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"115533","Heald College-Concord","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","55","-2"
"115533","Heald College-Concord","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"115533","Heald College-Concord","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"115728","Holy Names University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","1","-2"
"115728","Holy Names University","2009","'11'","Computer and information sciences and support services.","Second major","Bachelor's degree","1","-2"
"115755","Humboldt State University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","11","-2"
"115755","Humboldt State University","2009","'14'","Engineering.","First major","Bachelor's degree","24","-2"
"115755","Humboldt State University","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","15","-2"
"115755","Humboldt State University","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","1","-2"
"115755","Humboldt State University","2009","'40'","Physical sciences.","First major","Bachelor's degree","23","-2"
"115773","Humphreys College-Stockton and Modesto Campuses","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","0","-2"
"115773","Humphreys College-Stockton and Modesto Campuses","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","0","-2"
"115861","Imperial Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"115861","Imperial Valley College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","5","-2"
"115861","Imperial Valley College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"115861","Imperial Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","16","-2"
"115861","Imperial Valley College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","3","-2"
"115861","Imperial Valley College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","6","-2"
"115861","Imperial Valley College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"116040","LA College International","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","4","-2"
