"unitid","institution name","year","C2009_A.CIP Code -  2000 Classification","CipTitle","C2009_A.First or Second Major","C2009_A.Award Level code","C2009_A_RV.Grand total","IDX_C"
"117706","Los Angeles Pierce College","2009","'27'","Mathematics and statistics.","First major","Award of less than 1 academic year","1","-2"
"117706","Los Angeles Pierce College","2009","'40'","Physical sciences.","First major","Award of less than 1 academic year","1","-2"
"117715","Los Angeles Southwest College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"117715","Los Angeles Southwest College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"117715","Los Angeles Southwest College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","0","-2"
"117715","Los Angeles Southwest College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"117724","Los Angeles Trade Technical College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","6","-2"
"117724","Los Angeles Trade Technical College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"117724","Los Angeles Trade Technical College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"117724","Los Angeles Trade Technical College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","29","-2"
"117724","Los Angeles Trade Technical College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","27","-2"
"117724","Los Angeles Trade Technical College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","13","-2"
"117733","Los Angeles Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"117733","Los Angeles Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"117733","Los Angeles Valley College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","6","-2"
"117733","Los Angeles Valley College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"117733","Los Angeles Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"117733","Los Angeles Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","5","-2"
"117733","Los Angeles Valley College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","12","-2"
"117733","Los Angeles Valley College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","6","-2"
"117733","Los Angeles Valley College","2009","'40'","Physical sciences.","First major","Associate's degree","6","-2"
"117751","The Master's College and Seminary","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","1","-2"
"117751","The Master's College and Seminary","2009","'11'","Computer and information sciences and support services.","Second major","Bachelor's degree","1","-2"
"117751","The Master's College and Seminary","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","2","-2"
"117788","Los Angeles City College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","14","-2"
"117788","Los Angeles City College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","3","-2"
"117788","Los Angeles City College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","4","-2"
"117788","Los Angeles City College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"117788","Los Angeles City College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"117788","Los Angeles City College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"117788","Los Angeles City College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","5","-2"
"117788","Los Angeles City College","2009","'40'","Physical sciences.","First major","Associate's degree","1","-2"
"117867","Los Angeles Mission College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","5","-2"
"117867","Los Angeles Mission College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"117867","Los Angeles Mission College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","5","-2"
"117867","Los Angeles Mission College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"117867","Los Angeles Mission College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"117867","Los Angeles Mission College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"117867","Los Angeles Mission College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"117867","Los Angeles Mission College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","5","-2"
"117867","Los Angeles Mission College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"117894","Los Medanos College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"117894","Los Medanos College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"117894","Los Medanos College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"117894","Los Medanos College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","4","-2"
"117894","Los Medanos College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","1","-2"
"117894","Los Medanos College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","3","-2"
"117894","Los Medanos College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"117928","The Art Institute of California-Argosy University San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","5","-2"
"117928","The Art Institute of California-Argosy University San Francisco","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","80","-2"
"117946","Loyola Marymount University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","5","-2"
"117946","Loyola Marymount University","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","3","-2"
"117946","Loyola Marymount University","2009","'14'","Engineering.","First major","Bachelor's degree","53","-2"
"117946","Loyola Marymount University","2009","'14'","Engineering.","First major","Postbaccalaureate certificate","0","-2"
"117946","Loyola Marymount University","2009","'14'","Engineering.","First major","Master's degree","25","-2"
"117946","Loyola Marymount University","2009","'15'","Engineering technologies/technicians.","First major","Postbaccalaureate certificate","0","-2"
"117946","Loyola Marymount University","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","12","-2"
"117946","Loyola Marymount University","2009","'27'","Mathematics and statistics.","First major","Master's degree","1","-2"
"117946","Loyola Marymount University","2009","'40'","Physical sciences.","First major","Bachelor's degree","8","-2"
"118198","MTI College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","67","-2"
"118198","MTI College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","18","-2"
"118259","Kaplan College-Sacramento","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","11","-2"
"118277","Kaplan College-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","4","-2"
"118286","Kaplan College-Vista","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"118347","College of Marin","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"118347","College of Marin","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","7","-2"
"118347","College of Marin","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"118347","College of Marin","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"118347","College of Marin","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"118347","College of Marin","2009","'40'","Physical sciences.","First major","Associate's degree","4","-2"
"118684","Mendocino College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"118684","Mendocino College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","6","-2"
"118684","Mendocino College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","8","-2"
"118684","Mendocino College","2009","'40'","Physical sciences.","First major","Associate's degree","1","-2"
"118718","Merced College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","4","-2"
"118718","Merced College","2009","'14'","Engineering.","First major","Associate's degree","1","-2"
"118718","Merced College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","2","-2"
"118718","Merced College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","5","-2"
"118718","Merced College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","11","-2"
"118718","Merced College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","3","-2"
"118718","Merced College","2009","'40'","Physical sciences.","First major","Associate's degree","2","-2"
"118772","Merritt College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"118772","Merritt College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"118772","Merritt College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","1","-2"
"118772","Merritt College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"118772","Merritt College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"118772","Merritt College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"118772","Merritt College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","5","-2"
"118888","Mills College","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","2","-2"
"118888","Mills College","2009","'11'","Computer and information sciences and support services.","First major","Postbaccalaureate certificate","0","-2"
"118888","Mills College","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","2","-2"
"118888","Mills College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","3","-2"
"118888","Mills College","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","0","-2"
"118888","Mills College","2009","'40'","Physical sciences.","First major","Bachelor's degree","3","-2"
"118912","MiraCosta College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","6","-2"
"118912","MiraCosta College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","3","-2"
"118912","MiraCosta College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","14","-2"
"118912","MiraCosta College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"118912","MiraCosta College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","1","-2"
"118912","MiraCosta College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","0","-2"
"118912","MiraCosta College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"118930","Mission College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","3","-2"
"118930","Mission College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"118930","Mission College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","3","-2"
"118930","Mission College","2009","'14'","Engineering.","First major","Associate's degree","16","-2"
"118930","Mission College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"118930","Mission College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","4","-2"
"118930","Mission College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","2","-2"
"118930","Mission College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 2 but less than 4 academic years","0","-2"
"118930","Mission College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","6","-2"
"118930","Mission College","2009","'40'","Physical sciences.","First major","Associate's degree","15","-2"
"118976","Modesto Junior College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","16","-2"
"118976","Modesto Junior College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"118976","Modesto Junior College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","12","-2"
"118976","Modesto Junior College","2009","'14'","Engineering.","First major","Associate's degree","5","-2"
"118976","Modesto Junior College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","10","-2"
"118976","Modesto Junior College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"118976","Modesto Junior College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","6","-2"
"118976","Modesto Junior College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","0","-2"
"118976","Modesto Junior College","2009","'40'","Physical sciences.","First major","Associate's degree","7","-2"
"119067","Monterey Peninsula College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"119067","Monterey Peninsula College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"119067","Monterey Peninsula College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","2","-2"
"119067","Monterey Peninsula College","2009","'14'","Engineering.","First major","Associate's degree","1","-2"
"119067","Monterey Peninsula College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"119067","Monterey Peninsula College","2009","'40'","Physical sciences.","First major","Associate's degree","0","-2"
"119137","Moorpark College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"119137","Moorpark College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","2","-2"
"119137","Moorpark College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","6","-2"
"119137","Moorpark College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"119137","Moorpark College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"119137","Moorpark College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"119137","Moorpark College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","5","-2"
"119137","Moorpark College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"119137","Moorpark College","2009","'40'","Physical sciences.","First major","Associate's degree","3","-2"
"119164","Mt. San Antonio College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","234","-2"
"119164","Mt. San Antonio College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","15","-2"
"119164","Mt. San Antonio College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","20","-2"
"119164","Mt. San Antonio College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","59","-2"
"119164","Mt. San Antonio College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","42","-2"
"119164","Mt. San Antonio College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","5","-2"
"119164","Mt. San Antonio College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"119173","Mount St. Mary's College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","2","-2"
"119173","Mount St. Mary's College","2009","'40'","Physical sciences.","First major","Bachelor's degree","1","-2"
"119216","Mt. San Jacinto Community College District","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","13","-2"
"119216","Mt. San Jacinto Community College District","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","11","-2"
"119216","Mt. San Jacinto Community College District","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","25","-2"
"119216","Mt. San Jacinto Community College District","2009","'14'","Engineering.","First major","Award of less than 1 academic year","0","-2"
"119216","Mt. San Jacinto Community College District","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","2","-2"
"119216","Mt. San Jacinto Community College District","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","14","-2"
"119216","Mt. San Jacinto Community College District","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","11","-2"
"119216","Mt. San Jacinto Community College District","2009","'27'","Mathematics and statistics.","First major","Associate's degree","21","-2"
"119331","Napa Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","2","-2"
"119331","Napa Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"119331","Napa Valley College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","0","-2"
"119331","Napa Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","1","-2"
"119331","Napa Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"119331","Napa Valley College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","3","-2"
"119544","The National Hispanic University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","1","-2"
"119544","The National Hispanic University","2009","'27'","Mathematics and statistics.","First major","Associate's degree","1","-2"
"119605","National University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","76","-2"
"119605","National University","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","80","-2"
"119605","National University","2009","'14'","Engineering.","First major","Master's degree","14","-2"
"119605","National University","2009","'15'","Engineering technologies/technicians.","First major","Bachelor's degree","12","-2"
"119605","National University","2009","'15'","Engineering technologies/technicians.","First major","Master's degree","53","-2"
"119605","National University","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","9","-2"
"119678","Naval Postgraduate School","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","0","-2"
"119678","Naval Postgraduate School","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","64","-2"
"119678","Naval Postgraduate School","2009","'11'","Computer and information sciences and support services.","First major","Doctor's degree (old degree classification)","3","-2"
"119678","Naval Postgraduate School","2009","'14'","Engineering.","First major","Postbaccalaureate certificate","115","-2"
"119678","Naval Postgraduate School","2009","'14'","Engineering.","First major","Master's degree","322","-2"
"119678","Naval Postgraduate School","2009","'14'","Engineering.","First major","Post-master's certificate","3","-2"
"119678","Naval Postgraduate School","2009","'14'","Engineering.","First major","Doctor's degree (old degree classification)","8","-2"
"119678","Naval Postgraduate School","2009","'15'","Engineering technologies/technicians.","First major","Master's degree","6","-2"
"119678","Naval Postgraduate School","2009","'27'","Mathematics and statistics.","First major","Master's degree","8","-2"
"119678","Naval Postgraduate School","2009","'27'","Mathematics and statistics.","First major","Doctor's degree (old degree classification)","1","-2"
"119678","Naval Postgraduate School","2009","'40'","Physical sciences.","First major","Master's degree","77","-2"
"119678","Naval Postgraduate School","2009","'40'","Physical sciences.","First major","Doctor's degree (old degree classification)","1","-2"
"120166","Northwestern Polytechnic University","2009","'14'","Engineering.","First major","Bachelor's degree","6","-2"
"120166","Northwestern Polytechnic University","2009","'14'","Engineering.","First major","Master's degree","289","-2"
"120166","Northwestern Polytechnic University","2009","'14'","Engineering.","First major","Doctor's degree (old degree classification)","0","-2"
"120184","Notre Dame de Namur University","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","1","-2"
"120184","Notre Dame de Namur University","2009","'14'","Engineering.","First major","Bachelor's degree","2","-2"
"120254","Occidental College","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","0","-2"
"120254","Occidental College","2009","'11'","Computer and information sciences and support services.","Second major","Bachelor's degree","0","-2"
"120254","Occidental College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","11","-2"
"120254","Occidental College","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","1","-2"
"120254","Occidental College","2009","'40'","Physical sciences.","First major","Bachelor's degree","18","-2"
"120254","Occidental College","2009","'40'","Physical sciences.","Second major","Bachelor's degree","0","-2"
"120290","Ohlone Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","15","-2"
"120290","Ohlone Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"120290","Ohlone Community College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","9","-2"
"120290","Ohlone Community College","2009","'14'","Engineering.","First major","Award of less than 1 academic year","2","-2"
"120290","Ohlone Community College","2009","'14'","Engineering.","First major","Associate's degree","0","-2"
"120290","Ohlone Community College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"120290","Ohlone Community College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"120290","Ohlone Community College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"120290","Ohlone Community College","2009","'27'","Mathematics and statistics.","First major","Award of less than 1 academic year","4","-2"
"120290","Ohlone Community College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","4","-2"
"120290","Ohlone Community College","2009","'40'","Physical sciences.","First major","Award of less than 1 academic year","11","-2"
"120290","Ohlone Community College","2009","'40'","Physical sciences.","First major","Associate's degree","2","-2"
"120342","Orange Coast College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"120342","Orange Coast College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","12","-2"
"120342","Orange Coast College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","19","-2"
"120342","Orange Coast College","2009","'14'","Engineering.","First major","Associate's degree","25","-2"
"120342","Orange Coast College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","17","-2"
"120342","Orange Coast College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","4","-2"
"120342","Orange Coast College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","19","-2"
"120342","Orange Coast College","2009","'40'","Physical sciences.","First major","Associate's degree","44","-2"
"120421","Oxnard College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","3","-2"
"120421","Oxnard College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"120421","Oxnard College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","7","-2"
"120421","Oxnard College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","18","-2"
"120421","Oxnard College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"120421","Oxnard College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"120421","Oxnard College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","2","-2"
"120838","Pacific States University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","2","-2"
"120838","Pacific States University","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","3","-2"
"120865","Pacific Union College","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","2","-2"
"120865","Pacific Union College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","1","-2"
"120865","Pacific Union College","2009","'40'","Physical sciences.","First major","Bachelor's degree","3","-2"
"120883","University of the Pacific","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","8","-2"
"120883","University of the Pacific","2009","'11'","Computer and information sciences and support services.","Second major","Bachelor's degree","1","-2"
"120883","University of the Pacific","2009","'14'","Engineering.","First major","Bachelor's degree","84","-2"
"120883","University of the Pacific","2009","'14'","Engineering.","Second major","Bachelor's degree","0","-2"
"120883","University of the Pacific","2009","'15'","Engineering technologies/technicians.","First major","Bachelor's degree","15","-2"
"120883","University of the Pacific","2009","'15'","Engineering technologies/technicians.","Second major","Bachelor's degree","0","-2"
"120883","University of the Pacific","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","7","-2"
"120883","University of the Pacific","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","1","-2"
"120883","University of the Pacific","2009","'40'","Physical sciences.","First major","Bachelor's degree","6","-2"
"120883","University of the Pacific","2009","'40'","Physical sciences.","First major","Master's degree","0","-2"
"120883","University of the Pacific","2009","'40'","Physical sciences.","Second major","Bachelor's degree","2","-2"
"120883","University of the Pacific","2009","'40'","Physical sciences.","Second major","Master's degree","0","-2"
"120953","Palo Verde College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","2","-2"
"120953","Palo Verde College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","0","-2"
"120953","Palo Verde College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"120953","Palo Verde College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"120971","Palomar College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","39","-2"
"120971","Palomar College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","14","-2"
"120971","Palomar College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","16","-2"
"120971","Palomar College","2009","'14'","Engineering.","First major","Associate's degree","1","-2"
"120971","Palomar College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","8","-2"
"120971","Palomar College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","29","-2"
"120971","Palomar College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","17","-2"
"120971","Palomar College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","2","-2"
"120971","Palomar College","2009","'40'","Physical sciences.","First major","Award of less than 1 academic year","2","-2"
"120971","Palomar College","2009","'40'","Physical sciences.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"120971","Palomar College","2009","'40'","Physical sciences.","First major","Associate's degree","2","-2"
"121044","Pasadena City College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","6","-2"
"121044","Pasadena City College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","0","-2"
"121044","Pasadena City College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 2 but less than 4 academic years","2","-2"
"121044","Pasadena City College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","2","-2"
"121044","Pasadena City College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","19","-2"
"121044","Pasadena City College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","0","-2"
"121150","Pepperdine University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","0","-2"
"121150","Pepperdine University","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","8","-2"
"121150","Pepperdine University","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","1","-2"
"121150","Pepperdine University","2009","'40'","Physical sciences.","First major","Bachelor's degree","8","-2"
"121150","Pepperdine University","2009","'40'","Physical sciences.","Second major","Bachelor's degree","1","-2"
"121257","Pitzer College","2009","'14'","Engineering.","First major","Bachelor's degree","1","-2"
"121257","Pitzer College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","2","-2"
"121257","Pitzer College","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","0","-2"
"121257","Pitzer College","2009","'40'","Physical sciences.","First major","Bachelor's degree","2","-2"
"121257","Pitzer College","2009","'40'","Physical sciences.","Second major","Bachelor's degree","0","-2"
"121275","Platt College-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","10","-2"
"121275","Platt College-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"121309","Point Loma Nazarene University","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","3","-2"
"121309","Point Loma Nazarene University","2009","'11'","Computer and information sciences and support services.","Second major","Bachelor's degree","2","-2"
"121309","Point Loma Nazarene University","2009","'14'","Engineering.","First major","Bachelor's degree","2","-2"
"121309","Point Loma Nazarene University","2009","'14'","Engineering.","Second major","Bachelor's degree","0","-2"
"121309","Point Loma Nazarene University","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","12","-2"
"121309","Point Loma Nazarene University","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","0","-2"
"121309","Point Loma Nazarene University","2009","'40'","Physical sciences.","First major","Bachelor's degree","0","-2"
"121309","Point Loma Nazarene University","2009","'40'","Physical sciences.","Second major","Bachelor's degree","0","-2"
"121345","Pomona College","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","3","-2"
"121345","Pomona College","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","18","-2"
"121345","Pomona College","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","3","-2"
