"unitid","institution name","year","C2012_A.First or Second Major","C2012_A.CIP Code -  2010 Classification","CipTitle","C2012_A.Award Level code","C2012_A.Grand total","IDX_C"
"110662","University of California-Los Angeles","2012","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"110671","University of California-Riverside","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","48","-2"
"110671","University of California-Riverside","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","29","-2"
"110671","University of California-Riverside","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","13","-2"
"110671","University of California-Riverside","2012","First major","'14'","Engineering","Bachelor's degree","198","-2"
"110671","University of California-Riverside","2012","First major","'14'","Engineering","Master's degree","40","-2"
"110671","University of California-Riverside","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","55","-2"
"110671","University of California-Riverside","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","73","-2"
"110671","University of California-Riverside","2012","First major","'27'","Mathematics and Statistics","Master's degree","17","-2"
"110671","University of California-Riverside","2012","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship ","25","-2"
"110671","University of California-Riverside","2012","First major","'40'","Physical Sciences","Bachelor's degree","74","-2"
"110671","University of California-Riverside","2012","First major","'40'","Physical Sciences","Master's degree","52","-2"
"110671","University of California-Riverside","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","34","-2"
"110671","University of California-Riverside","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"110680","University of California-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","183","-2"
"110680","University of California-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","63","-2"
"110680","University of California-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","29","-2"
"110680","University of California-San Diego","2012","First major","'14'","Engineering","Bachelor's degree","702","-2"
"110680","University of California-San Diego","2012","First major","'14'","Engineering","Master's degree","298","-2"
"110680","University of California-San Diego","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","120","-2"
"110680","University of California-San Diego","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","130","-2"
"110680","University of California-San Diego","2012","First major","'27'","Mathematics and Statistics","Master's degree","18","-2"
"110680","University of California-San Diego","2012","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship ","25","-2"
"110680","University of California-San Diego","2012","First major","'40'","Physical Sciences","Bachelor's degree","247","-2"
"110680","University of California-San Diego","2012","First major","'40'","Physical Sciences","Master's degree","81","-2"
"110680","University of California-San Diego","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","92","-2"
"110680","University of California-San Diego","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"110680","University of California-San Diego","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"110680","University of California-San Diego","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"110699","University of California-San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","4","-2"
"110699","University of California-San Francisco","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","12","-2"
"110705","University of California-Santa Barbara","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","85","-2"
"110705","University of California-Santa Barbara","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","36","-2"
"110705","University of California-Santa Barbara","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","12","-2"
"110705","University of California-Santa Barbara","2012","First major","'14'","Engineering","Bachelor's degree","195","-2"
"110705","University of California-Santa Barbara","2012","First major","'14'","Engineering","Master's degree","74","-2"
"110705","University of California-Santa Barbara","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","54","-2"
"110705","University of California-Santa Barbara","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","99","-2"
"110705","University of California-Santa Barbara","2012","First major","'27'","Mathematics and Statistics","Master's degree","18","-2"
"110705","University of California-Santa Barbara","2012","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship ","4","-2"
"110705","University of California-Santa Barbara","2012","First major","'40'","Physical Sciences","Bachelor's degree","135","-2"
"110705","University of California-Santa Barbara","2012","First major","'40'","Physical Sciences","Master's degree","39","-2"
"110705","University of California-Santa Barbara","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","53","-2"
"110705","University of California-Santa Barbara","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"110705","University of California-Santa Barbara","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","5","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"110714","University of California-Santa Cruz","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","143","-2"
"110714","University of California-Santa Cruz","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","20","-2"
"110714","University of California-Santa Cruz","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","11","-2"
"110714","University of California-Santa Cruz","2012","First major","'14'","Engineering","Bachelor's degree","95","-2"
"110714","University of California-Santa Cruz","2012","First major","'14'","Engineering","Master's degree","22","-2"
"110714","University of California-Santa Cruz","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","16","-2"
"110714","University of California-Santa Cruz","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","65","-2"
"110714","University of California-Santa Cruz","2012","First major","'27'","Mathematics and Statistics","Master's degree","20","-2"
"110714","University of California-Santa Cruz","2012","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship ","10","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Bachelor's degree","165","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Master's degree","20","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","39","-2"
"110714","University of California-Santa Cruz","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110714","University of California-Santa Cruz","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","14","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"110945","California College-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","16","-2"
"110945","California College-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","18","-2"
"111188","California Maritime Academy","2012","First major","'14'","Engineering","Bachelor's degree","25","-2"
"111188","California Maritime Academy","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","34","-2"
"111434","Canada College","2012","First major","'14'","Engineering","Associate's degree","12","-2"
"111434","Canada College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"111461","College of the Canyons","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","12","-2"
"111461","College of the Canyons","2012","First major","'14'","Engineering","Associate's degree","5","-2"
"111461","College of the Canyons","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","17","-2"
"111461","College of the Canyons","2012","First major","'27'","Mathematics and Statistics","Associate's degree","36","-2"
"111887","Cerritos College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","11","-2"
"111887","Cerritos College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"111887","Cerritos College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"111887","Cerritos College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","15","-2"
"111887","Cerritos College","2012","First major","'40'","Physical Sciences","Associate's degree","11","-2"
"111896","Cerro Coso Community College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"111896","Cerro Coso Community College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"111896","Cerro Coso Community College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"111896","Cerro Coso Community College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","2","-2"
"111920","Chabot College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"111920","Chabot College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","4","-2"
"111920","Chabot College","2012","First major","'40'","Physical Sciences","Associate's degree","5","-2"
"111939","Chaffey College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","12","-2"
"111939","Chaffey College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"111939","Chaffey College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"111939","Chaffey College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"111939","Chaffey College","2012","First major","'40'","Physical Sciences","Associate's degree","19","-2"
"111948","Chapman University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","15","-2"
"111948","Chapman University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","7","-2"
"111948","Chapman University","2012","First major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"111948","Chapman University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"112075","Concordia University-Irvine","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"112075","Concordia University-Irvine","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"112075","Concordia University-Irvine","2012","First major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"112075","Concordia University-Irvine","2012","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"112172","Citrus College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"112172","Citrus College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","7","-2"
"112172","Citrus College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","10","-2"
"112190","City College of San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","25","-2"
"112190","City College of San Francisco","2012","First major","'14'","Engineering","Associate's degree","2","-2"
"112190","City College of San Francisco","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"112251","Claremont Graduate University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","35","-2"
"112251","Claremont Graduate University","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","10","-2"
"112251","Claremont Graduate University","2012","First major","'27'","Mathematics and Statistics","Master's degree","13","-2"
"112251","Claremont Graduate University","2012","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship ","6","-2"
"112251","Claremont Graduate University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Master's degree","0","-2"
"112251","Claremont Graduate University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","0","-2"
"112260","Claremont McKenna College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"112260","Claremont McKenna College","2012","First major","'14'","Engineering","Bachelor's degree","3","-2"
"112260","Claremont McKenna College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","9","-2"
"112260","Claremont McKenna College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"112260","Claremont McKenna College","2012","First major","'40'","Physical Sciences","Bachelor's degree","6","-2"
"112260","Claremont McKenna College","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"112260","Claremont McKenna College","2012","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","0","-2"
"112260","Claremont McKenna College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","0","-2"
"112260","Claremont McKenna College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"112385","Coastline Community College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","15","-2"
"112385","Coastline Community College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","9","-2"
"112394","Cogswell College","2012","First major","'14'","Engineering","Bachelor's degree","4","-2"
"112446","Coleman University","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","174","-2"
"112446","Coleman University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","136","-2"
"112561","Columbia College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","3","-2"
"112561","Columbia College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"112686","El Camino College-Compton Center","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"112686","El Camino College-Compton Center","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"112826","Contra Costa College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"112826","Contra Costa College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"112826","Contra Costa College","2012","First major","'40'","Physical Sciences","Associate's degree","8","-2"
"113096","Cosumnes River College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","15","-2"
"113096","Cosumnes River College","2012","First major","'14'","Engineering","Associate's degree","12","-2"
"113096","Cosumnes River College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"113096","Cosumnes River College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"113096","Cosumnes River College","2012","First major","'40'","Physical Sciences","Associate's degree","7","-2"
"113111","Crafton Hills College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"113111","Crafton Hills College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","5","-2"
"113111","Crafton Hills College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"113193","Cuesta College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"113193","Cuesta College","2012","First major","'14'","Engineering","Associate's degree","5","-2"
"113193","Cuesta College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"113193","Cuesta College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","8","-2"
"113193","Cuesta College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"113218","Cuyamaca College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","9","-2"
"113218","Cuyamaca College","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"113218","Cuyamaca College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","49","-2"
"113218","Cuyamaca College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","14","-2"
"113218","Cuyamaca College","2012","First major","'40'","Physical Sciences","Associate's degree","12","-2"
"113236","Cypress College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","12","-2"
"113236","Cypress College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"113333","De Anza College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","13","-2"
"113333","De Anza College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","18","-2"
"113333","De Anza College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","1","-2"
"113573","College of the Desert","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","6","-2"
"113573","College of the Desert","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"113573","College of the Desert","2012","First major","'27'","Mathematics and Statistics","Associate's degree","2","-2"
"113607","DeVry University-California","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","112","-2"
"113607","DeVry University-California","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","168","-2"
"113607","DeVry University-California","2012","First major","'14'","Engineering","Bachelor's degree","76","-2"
"113607","DeVry University-California","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","68","-2"
"113607","DeVry University-California","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","87","-2"
"113634","Diablo Valley College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","14","-2"
"113634","Diablo Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"113634","Diablo Valley College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","14","-2"
"113856","East Los Angeles College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"113856","East Los Angeles College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","9","-2"
"113856","East Los Angeles College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","15","-2"
"113980","El Camino Community College District","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","11","-2"
"113980","El Camino Community College District","2012","First major","'14'","Engineering","Associate's degree","22","-2"
"113980","El Camino Community College District","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","21","-2"
"113980","El Camino Community College District","2012","First major","'27'","Mathematics and Statistics","Associate's degree","38","-2"
"113980","El Camino Community College District","2012","First major","'40'","Physical Sciences","Associate's degree","37","-2"
"114123","Empire College School of Business","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","16","-2"
"114123","Empire College School of Business","2012","Second major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"114266","Evergreen Valley College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"114266","Evergreen Valley College","2012","First major","'14'","Engineering","Associate's degree","2","-2"
"114266","Evergreen Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"114266","Evergreen Valley College","2012","First major","'40'","Physical Sciences","Associate's degree","11","-2"
"114433","Feather River Community College District","2012","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"114716","Foothill College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","32","-2"
"114716","Foothill College","2012","First major","'14'","Engineering","Associate's degree","5","-2"
"114716","Foothill College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"114716","Foothill College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","3","-2"
"114716","Foothill College","2012","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"114789","Fresno City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","10","-2"
"114789","Fresno City College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"114789","Fresno City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"114789","Fresno City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","12","-2"
"114789","Fresno City College","2012","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"114813","Fresno Pacific University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"114813","Fresno Pacific University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","11","-2"
"114813","Fresno Pacific University","2012","First major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"114813","Fresno Pacific University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"114813","Fresno Pacific University","2012","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"114859","Fullerton College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","7","-2"
"114859","Fullerton College","2012","First major","'14'","Engineering","Associate's degree","16","-2"
"114859","Fullerton College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","9","-2"
"114859","Fullerton College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","20","-2"
"114859","Fullerton College","2012","First major","'40'","Physical Sciences","Associate's degree","35","-2"
"114938","Gavilan College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","13","-2"
"114938","Gavilan College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","1","-2"
"115001","Glendale Community College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"115001","Glendale Community College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"115001","Glendale Community College","2012","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"115083","Golden Gate University-San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","7","-2"
"115083","Golden Gate University-San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","24","-2"
"115126","Golden West College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"115126","Golden West College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"115126","Golden West College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","28","-2"
"115126","Golden West College","2012","First major","'40'","Physical Sciences","Associate's degree","3","-2"
"115296","Grossmont College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","9","-2"
"115296","Grossmont College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","25","-2"
"115296","Grossmont College","2012","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"115393","Hartnell College","2012","First major","'14'","Engineering","Associate's degree","6","-2"
"115393","Hartnell College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"115393","Hartnell College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","19","-2"
"115393","Hartnell College","2012","First major","'40'","Physical Sciences","Associate's degree","13","-2"
"115409","Harvey Mudd College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","32","-2"
"115409","Harvey Mudd College","2012","First major","'14'","Engineering","Bachelor's degree","65","-2"
"115409","Harvey Mudd College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","20","-2"
"115409","Harvey Mudd College","2012","First major","'40'","Physical Sciences","Bachelor's degree","24","-2"
"115409","Harvey Mudd College","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"115409","Harvey Mudd College","2012","Second major","'14'","Engineering","Bachelor's degree","0","-2"
"115409","Harvey Mudd College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"115409","Harvey Mudd College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"115454","Heald College-Rancho Cordova","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","30","-2"
"115472","Heald College-Fresno","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","38","-2"
"115490","Heald College-San Jose","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","37","-2"
"115490","Heald College-San Jose","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","29","-2"
"115515","Heald College-San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","31","-2"
"115533","Heald College-Concord","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","47","-2"
"115728","Holy Names University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"115728","Holy Names University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"115755","Humboldt State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","15","-2"
"115755","Humboldt State University","2012","First major","'14'","Engineering","Bachelor's degree","35","-2"
"115755","Humboldt State University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","20","-2"
"115755","Humboldt State University","2012","First major","'40'","Physical Sciences","Bachelor's degree","48","-2"
"115755","Humboldt State University","2012","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"115755","Humboldt State University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"115755","Humboldt State University","2012","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"115861","Imperial Valley College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","18","-2"
"115861","Imperial Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"115861","Imperial Valley College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","11","-2"
"115861","Imperial Valley College","2012","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"116439","Irvine Valley College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","11","-2"
"116439","Irvine Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","5","-2"
"116439","Irvine Valley College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"116439","Irvine Valley College","2012","First major","'40'","Physical Sciences","Associate's degree","16","-2"
"116466","ITT Technical Institute-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","144","-2"
"116466","ITT Technical Institute-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","39","-2"
"116466","ITT Technical Institute-San Diego","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","160","-2"
"116466","ITT Technical Institute-San Diego","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","21","-2"
"116475","ITT Technical Institute-San Dimas","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","38","-2"
"116475","ITT Technical Institute-San Dimas","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","24","-2"
"116475","ITT Technical Institute-San Dimas","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","65","-2"
"116475","ITT Technical Institute-San Dimas","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","12","-2"
"116484","ITT Technical Institute-Orange","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","53","-2"
"116484","ITT Technical Institute-Orange","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","33","-2"
"116484","ITT Technical Institute-Orange","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","120","-2"
"116484","ITT Technical Institute-Orange","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","25","-2"
"117052","Reedley College","2012","First major","'14'","Engineering","Associate's degree","5","-2"
"117052","Reedley College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","12","-2"
"117113","The Art Institute of California-Argosy University San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","76","-2"
"117113","The Art Institute of California-Argosy University San Diego","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"117140","University of La Verne","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","9","-2"
"117140","University of La Verne","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"117140","University of La Verne","2012","First major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"117195","Lake Tahoe Community College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"117195","Lake Tahoe Community College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","2","-2"
"117247","Laney College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"117247","Laney College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","19","-2"
"117247","Laney College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"117274","Lassen Community College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","10","-2"
"117274","Lassen Community College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","3","-2"
"117627","La Sierra University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","2","-2"
"117627","La Sierra University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"117627","La Sierra University","2012","First major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"117636","Loma Linda University","2012","First major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"117636","Loma Linda University","2012","First major","'40'","Physical Sciences","Master's degree","1","-2"
"117636","Loma Linda University","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","1","-2"
