"unitid","institution name","year","C2012_A.First or Second Major","C2012_A.CIP Code -  2010 Classification","CipTitle","C2012_A.Award Level code","C2012_A.Grand total","IDX_C"
"117645","Long Beach City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","10","-2"
"117645","Long Beach City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"117645","Long Beach City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"117645","Long Beach City College","2012","First major","'40'","Physical Sciences","Associate's degree","10","-2"
"117690","Los Angeles Harbor College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"117690","Los Angeles Harbor College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","1","-2"
"117690","Los Angeles Harbor College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"117706","Los Angeles Pierce College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","6","-2"
"117706","Los Angeles Pierce College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"117715","Los Angeles Southwest College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"117724","Los Angeles Trade Technical College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"117724","Los Angeles Trade Technical College","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"117724","Los Angeles Trade Technical College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","17","-2"
"117733","Los Angeles Valley College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"117733","Los Angeles Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","6","-2"
"117733","Los Angeles Valley College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","12","-2"
"117733","Los Angeles Valley College","2012","First major","'40'","Physical Sciences","Associate's degree","9","-2"
"117751","The Master's College and Seminary","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"117751","The Master's College and Seminary","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"117788","Los Angeles City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"117788","Los Angeles City College","2012","First major","'14'","Engineering","Associate's degree","2","-2"
"117788","Los Angeles City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","6","-2"
"117788","Los Angeles City College","2012","First major","'40'","Physical Sciences","Associate's degree","5","-2"
"117867","Los Angeles Mission College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"117867","Los Angeles Mission College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","2","-2"
"117894","Los Medanos College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"117894","Los Medanos College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","9","-2"
"117894","Los Medanos College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","4","-2"
"117894","Los Medanos College","2012","First major","'40'","Physical Sciences","Associate's degree","3","-2"
"117928","The Art Institute of California-Argosy University San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","8","-2"
"117928","The Art Institute of California-Argosy University San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","63","-2"
"117946","Loyola Marymount University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"117946","Loyola Marymount University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","2","-2"
"117946","Loyola Marymount University","2012","First major","'14'","Engineering","Bachelor's degree","73","-2"
"117946","Loyola Marymount University","2012","First major","'14'","Engineering","Master's degree","30","-2"
"117946","Loyola Marymount University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","13","-2"
"117946","Loyola Marymount University","2012","First major","'27'","Mathematics and Statistics","Master's degree","0","-2"
"117946","Loyola Marymount University","2012","First major","'40'","Physical Sciences","Bachelor's degree","6","-2"
"118198","MTI College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","11","-2"
"118277","Kaplan College-San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","17","-2"
"118347","College of Marin","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"118347","College of Marin","2012","First major","'27'","Mathematics and Statistics","Associate's degree","2","-2"
"118347","College of Marin","2012","First major","'40'","Physical Sciences","Associate's degree","5","-2"
"118684","Mendocino College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"118684","Mendocino College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","11","-2"
"118684","Mendocino College","2012","First major","'40'","Physical Sciences","Associate's degree","6","-2"
"118718","Merced College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"118718","Merced College","2012","First major","'14'","Engineering","Associate's degree","2","-2"
"118718","Merced College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","11","-2"
"118718","Merced College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","8","-2"
"118718","Merced College","2012","First major","'40'","Physical Sciences","Associate's degree","3","-2"
"118888","Mills College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","5","-2"
"118888","Mills College","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","0","-2"
"118888","Mills College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"118888","Mills College","2012","First major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"118888","Mills College","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"118888","Mills College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","0","-2"
"118912","MiraCosta College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","8","-2"
"118912","MiraCosta College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","8","-2"
"118912","MiraCosta College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","20","-2"
"118912","MiraCosta College","2012","First major","'40'","Physical Sciences","Associate's degree","21","-2"
"118930","Mission College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"118930","Mission College","2012","First major","'14'","Engineering","Associate's degree","7","-2"
"118930","Mission College","2012","First major","'40'","Physical Sciences","Associate's degree","17","-2"
"118976","Modesto Junior College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","18","-2"
"118976","Modesto Junior College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"118976","Modesto Junior College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"118976","Modesto Junior College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","5","-2"
"118976","Modesto Junior College","2012","First major","'40'","Physical Sciences","Associate's degree","7","-2"
"119067","Monterey Peninsula College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"119067","Monterey Peninsula College","2012","First major","'14'","Engineering","Associate's degree","8","-2"
"119067","Monterey Peninsula College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","7","-2"
"119067","Monterey Peninsula College","2012","First major","'40'","Physical Sciences","Associate's degree","8","-2"
"119137","Moorpark College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","5","-2"
"119137","Moorpark College","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"119137","Moorpark College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"119137","Moorpark College","2012","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"119164","Mt. San Antonio College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","21","-2"
"119164","Mt. San Antonio College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","15","-2"
"119164","Mt. San Antonio College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","21","-2"
"119173","Mount St. Mary's College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"119173","Mount St. Mary's College","2012","First major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"119216","Mt. San Jacinto Community College District","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","32","-2"
"119216","Mt. San Jacinto Community College District","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","9","-2"
"119216","Mt. San Jacinto Community College District","2012","First major","'27'","Mathematics and Statistics","Associate's degree","23","-2"
"119331","Napa Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","6","-2"
"119544","The National Hispanic University","2012","First major","'27'","Mathematics and Statistics","Associate's degree","0","-2"
"119605","National University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","88","-2"
"119605","National University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","61","-2"
"119605","National University","2012","First major","'14'","Engineering","Bachelor's degree","11","-2"
"119605","National University","2012","First major","'14'","Engineering","Master's degree","8","-2"
"119605","National University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","3","-2"
"119605","National University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","30","-2"
"119605","National University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"119678","Naval Postgraduate School","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","83","-2"
"119678","Naval Postgraduate School","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","3","-2"
"119678","Naval Postgraduate School","2012","First major","'14'","Engineering","Master's degree","460","-2"
"119678","Naval Postgraduate School","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","5","-2"
"119678","Naval Postgraduate School","2012","First major","'27'","Mathematics and Statistics","Master's degree","7","-2"
"119678","Naval Postgraduate School","2012","First major","'40'","Physical Sciences","Master's degree","43","-2"
"119678","Naval Postgraduate School","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","3","-2"
"120166","Northwestern Polytechnic University","2012","First major","'14'","Engineering","Bachelor's degree","21","-2"
"120166","Northwestern Polytechnic University","2012","First major","'14'","Engineering","Master's degree","143","-2"
"120166","Northwestern Polytechnic University","2012","First major","'14'","Engineering","Doctor's degree - professional practice ","3","-2"
"120184","Notre Dame de Namur University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","4","-2"
"120254","Occidental College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"120254","Occidental College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"120254","Occidental College","2012","First major","'40'","Physical Sciences","Bachelor's degree","15","-2"
"120254","Occidental College","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"120254","Occidental College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"120254","Occidental College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"120290","Ohlone Community College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"120290","Ohlone Community College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"120290","Ohlone Community College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","10","-2"
"120290","Ohlone Community College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"120342","Orange Coast College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","17","-2"
"120342","Orange Coast College","2012","First major","'14'","Engineering","Associate's degree","33","-2"
"120342","Orange Coast College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"120342","Orange Coast College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","30","-2"
"120342","Orange Coast College","2012","First major","'40'","Physical Sciences","Associate's degree","61","-2"
"120421","Oxnard College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","7","-2"
"120421","Oxnard College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","5","-2"
"120421","Oxnard College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","7","-2"
"120838","Pacific States University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"120838","Pacific States University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","8","-2"
"120865","Pacific Union College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"120865","Pacific Union College","2012","First major","'14'","Engineering","Associate's degree","0","-2"
"120865","Pacific Union College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"120865","Pacific Union College","2012","First major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"120883","University of the Pacific","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","11","-2"
"120883","University of the Pacific","2012","First major","'14'","Engineering","Bachelor's degree","41","-2"
"120883","University of the Pacific","2012","First major","'14'","Engineering","Master's degree","25","-2"
"120883","University of the Pacific","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","13","-2"
"120883","University of the Pacific","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","11","-2"
"120883","University of the Pacific","2012","First major","'40'","Physical Sciences","Bachelor's degree","10","-2"
"120883","University of the Pacific","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"120883","University of the Pacific","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"120953","Palo Verde College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"120971","Palomar College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","24","-2"
"120971","Palomar College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"120971","Palomar College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","38","-2"
"120971","Palomar College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","9","-2"
"120971","Palomar College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"121044","Pasadena City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","10","-2"
"121150","Pepperdine University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"121150","Pepperdine University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"121150","Pepperdine University","2012","First major","'27'","Mathematics and Statistics","Master's degree","47","-2"
"121150","Pepperdine University","2012","First major","'40'","Physical Sciences","Bachelor's degree","8","-2"
"121150","Pepperdine University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"121257","Pitzer College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"121257","Pitzer College","2012","First major","'14'","Engineering","Bachelor's degree","0","-2"
"121257","Pitzer College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","0","-2"
"121257","Pitzer College","2012","First major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"121257","Pitzer College","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"121257","Pitzer College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"121257","Pitzer College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"121309","Point Loma Nazarene University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"121309","Point Loma Nazarene University","2012","First major","'14'","Engineering","Bachelor's degree","7","-2"
"121309","Point Loma Nazarene University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","7","-2"
"121309","Point Loma Nazarene University","2012","First major","'40'","Physical Sciences","Bachelor's degree","7","-2"
"121309","Point Loma Nazarene University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"121309","Point Loma Nazarene University","2012","Second major","'14'","Engineering","Bachelor's degree","0","-2"
"121309","Point Loma Nazarene University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","0","-2"
"121309","Point Loma Nazarene University","2012","Second major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"121345","Pomona College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","5","-2"
"121345","Pomona College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","24","-2"
"121345","Pomona College","2012","First major","'40'","Physical Sciences","Bachelor's degree","33","-2"
"121345","Pomona College","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"121345","Pomona College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","14","-2"
"121345","Pomona College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"121363","Porterville College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","5","-2"
"121363","Porterville College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","4","-2"
"121381","Westwood College-South Bay","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","0","-2"
"121381","Westwood College-South Bay","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","7","-2"
"121381","Westwood College-South Bay","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","8","-2"
"121619","Santa Ana College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","11","-2"
"121619","Santa Ana College","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"121619","Santa Ana College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","8","-2"
"121619","Santa Ana College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","14","-2"
"121619","Santa Ana College","2012","First major","'40'","Physical Sciences","Associate's degree","34","-2"
"121691","University of Redlands","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","7","-2"
"121691","University of Redlands","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","19","-2"
"121691","University of Redlands","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","10","-2"
"121691","University of Redlands","2012","First major","'40'","Physical Sciences","Bachelor's degree","8","-2"
"121691","University of Redlands","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"121691","University of Redlands","2012","Second major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"121707","College of the Redwoods","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"121707","College of the Redwoods","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","11","-2"
"121886","Rio Hondo College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"121886","Rio Hondo College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","10","-2"
"121886","Rio Hondo College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","7","-2"
"121901","Riverside City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","9","-2"
"121901","Riverside City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"122180","Sacramento City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","33","-2"
"122180","Sacramento City College","2012","First major","'14'","Engineering","Associate's degree","20","-2"
"122180","Sacramento City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","33","-2"
"122180","Sacramento City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","12","-2"
"122180","Sacramento City College","2012","First major","'40'","Physical Sciences","Associate's degree","19","-2"
"122205","Saddleback College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","17","-2"
"122205","Saddleback College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"122205","Saddleback College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"122205","Saddleback College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","8","-2"
"122205","Saddleback College","2012","First major","'40'","Physical Sciences","Associate's degree","25","-2"
"122339","San Diego City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","5","-2"
"122339","San Diego City College","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"122339","San Diego City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","13","-2"
"122339","San Diego City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","5","-2"
"122339","San Diego City College","2012","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"122375","San Diego Mesa College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","7","-2"
"122375","San Diego Mesa College","2012","First major","'14'","Engineering","Associate's degree","8","-2"
"122375","San Diego Mesa College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","10","-2"
"122375","San Diego Mesa College","2012","First major","'40'","Physical Sciences","Associate's degree","16","-2"
"122384","San Diego Miramar College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"122384","San Diego Miramar College","2012","First major","'14'","Engineering","Associate's degree","6","-2"
"122384","San Diego Miramar College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","24","-2"
"122384","San Diego Miramar College","2012","First major","'40'","Physical Sciences","Associate's degree","26","-2"
"122409","San Diego State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","55","-2"
"122409","San Diego State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","123","-2"
"122409","San Diego State University","2012","First major","'14'","Engineering","Bachelor's degree","283","-2"
"122409","San Diego State University","2012","First major","'14'","Engineering","Master's degree","139","-2"
"122409","San Diego State University","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","1","-2"
"122409","San Diego State University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","19","-2"
"122409","San Diego State University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","1","-2"
"122409","San Diego State University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","56","-2"
"122409","San Diego State University","2012","First major","'27'","Mathematics and Statistics","Master's degree","31","-2"
"122409","San Diego State University","2012","First major","'40'","Physical Sciences","Bachelor's degree","65","-2"
"122409","San Diego State University","2012","First major","'40'","Physical Sciences","Master's degree","35","-2"
"122409","San Diego State University","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","2","-2"
"122409","San Diego State University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"122409","San Diego State University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","5","-2"
"122436","University of San Diego","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","5","-2"
"122436","University of San Diego","2012","First major","'14'","Engineering","Bachelor's degree","51","-2"
"122436","University of San Diego","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","11","-2"
"122436","University of San Diego","2012","First major","'40'","Physical Sciences","Bachelor's degree","15","-2"
"122436","University of San Diego","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"122436","University of San Diego","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"122597","San Francisco State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","29","-2"
"122597","San Francisco State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","25","-2"
"122597","San Francisco State University","2012","First major","'14'","Engineering","Bachelor's degree","101","-2"
"122597","San Francisco State University","2012","First major","'14'","Engineering","Master's degree","14","-2"
"122597","San Francisco State University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","4","-2"
"122597","San Francisco State University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","28","-2"
"122597","San Francisco State University","2012","First major","'27'","Mathematics and Statistics","Master's degree","12","-2"
"122597","San Francisco State University","2012","First major","'40'","Physical Sciences","Bachelor's degree","33","-2"
"122597","San Francisco State University","2012","First major","'40'","Physical Sciences","Master's degree","18","-2"
"122597","San Francisco State University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","2","-2"
"122597","San Francisco State University","2012","Second major","'14'","Engineering","Bachelor's degree","2","-2"
"122597","San Francisco State University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"122597","San Francisco State University","2012","Second major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"122612","University of San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","34","-2"
"122612","University of San Francisco","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","59","-2"
"122612","University of San Francisco","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"122612","University of San Francisco","2012","First major","'40'","Physical Sciences","Bachelor's degree","15","-2"
"122612","University of San Francisco","2012","First major","'40'","Physical Sciences","Master's degree","1","-2"
"122612","University of San Francisco","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"122612","University of San Francisco","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","0","-2"
"122612","University of San Francisco","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"122658","San Joaquin Delta College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","13","-2"
"122658","San Joaquin Delta College","2012","First major","'14'","Engineering","Associate's degree","10","-2"
"122658","San Joaquin Delta College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","28","-2"
"122658","San Joaquin Delta College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","20","-2"
"122685","San Joaquin Valley College-Visalia","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","46","-2"
"122685","San Joaquin Valley College-Visalia","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"122746","San Jose City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","7","-2"
"122746","San Jose City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","9","-2"
"122746","San Jose City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","2","-2"
"122746","San Jose City College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"122755","San Jose State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","85","-2"
"122755","San Jose State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","53","-2"
"122755","San Jose State University","2012","First major","'14'","Engineering","Bachelor's degree","384","-2"
"122755","San Jose State University","2012","First major","'14'","Engineering","Master's degree","729","-2"
"122755","San Jose State University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","27","-2"
"122755","San Jose State University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","2","-2"
"122755","San Jose State University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","25","-2"
"122755","San Jose State University","2012","First major","'27'","Mathematics and Statistics","Master's degree","8","-2"
"122755","San Jose State University","2012","First major","'40'","Physical Sciences","Bachelor's degree","56","-2"
"122755","San Jose State University","2012","First major","'40'","Physical Sciences","Master's degree","17","-2"
"122755","San Jose State University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"122755","San Jose State University","2012","Second major","'14'","Engineering","Bachelor's degree","2","-2"
"122755","San Jose State University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"122791","College of San Mateo","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","6","-2"
"122791","College of San Mateo","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"122791","College of San Mateo","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"122791","College of San Mateo","2012","First major","'27'","Mathematics and Statistics","Associate's degree","8","-2"
"122791","College of San Mateo","2012","First major","'40'","Physical Sciences","Associate's degree","9","-2"
"122834","Santa Barbara Business College-Bakersfield","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","8","-2"
"122843","Westwood College-Los Angeles","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","32","-2"
